the oldest date in database is :  2016-05-03 05:19:14
726857533797847041 2016-05-02 01:05:15 +0530 <BA_Dickson> I rated Camping (2016– ) 9/10  #IMDb  https://t.co/TliysJsdcB
726857112886890496 2016-05-02 01:03:34 +0530 <TheAchilles360> I rated Sleepy Hollow: John Doe (S1.E5) 6/10  #IMDb  https://t.co/OhhTLwhYkb
726856805486346240 2016-05-02 01:02:21 +0530 <JeffHowells72> I rated Blade Runner (1982) 7/10  #IMDb. I'm going to put it out there...it was just ok...  https://t.co/UpmMx3KrjN
726856797915590657 2016-05-02 01:02:19 +0530 <danharvs> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/eMZ82gvVec
726856585725759488 2016-05-02 01:01:29 +0530 <StefanHulman> I rated Criminal Activities (2015) 6/10  #IMDb  https://t.co/M8RiSFhjy0
726856051207901185 2016-05-02 00:59:21 +0530 <StefanHulman> I rated Bridge of Spies (2015) 8/10  #IMDb  https://t.co/XjnRqdTEOe
726855374477864962 2016-05-02 00:56:40 +0530 <StefanHulman> I rated Concussion (2015) 7/10  #IMDb  https://t.co/CXjFoU9SAG
726855231234015232 2016-05-02 00:56:06 +0530 <A7medo778> تييييزاااااب I rated The Huntsman: Winter's War (2016) 1/10  #IMDb  https://t.co/OuiMxyAk6M
726855195876012032 2016-05-02 00:55:57 +0530 <NiiBerry> I rated Arrow: Eleven-Fifty-Nine (S4.E18) 8/10  #IMDb. #TrustNoOne  https://t.co/HFmuE38yRc
726854718807523329 2016-05-02 00:54:03 +0530 <abdulrahman___s> I rated The Way Back (2010) 8/10  #IMDb  https://t.co/miNh72P3Qa
726853426232070145 2016-05-02 00:48:55 +0530 <ECG> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/aeraDvb2Bp
726853320388796416 2016-05-02 00:48:30 +0530 <CooCooXenia> I rated Bloodline: Part 2 (S1.E2) 8/10  #IMDb  https://t.co/pEJtmOOtnh
726853133356425217 2016-05-02 00:47:45 +0530 <CooCooXenia> I rated Bloodline: Part 1 (S1.E1) 8/10  #IMDb  https://t.co/h32nzC143Z
726852613220749312 2016-05-02 00:45:41 +0530 <devescobar> I rated Captain America: Civil War (2016) 7.5/10  #IMDb  https://t.co/fKit8Gosci
726851566687412224 2016-05-02 00:41:32 +0530 <StefanHulman> I rated The Revenant (2015) 9/10  #IMDb  https://t.co/haLDYnXXmW
726851175593725952 2016-05-02 00:39:59 +0530 <chrisbradish> I rated I Am David (2003) 6/10  #IMDb  https://t.co/kXk8OSMUlq
726851022430281729 2016-05-02 00:39:22 +0530 <OHAttas> I rated Nobody Knows (2004) 10/10  #IMDb #سينما   https://t.co/XAW2h23IMa
726850691172569089 2016-05-02 00:38:03 +0530 <OHAttas> I rated In the Heart of the Sea (2015) 7/10  #IMDb #سينما   https://t.co/2e1tZR2h8n
726850596830121984 2016-05-02 00:37:41 +0530 <OHAttas> I rated Bicycle Thieves (1948) 10/10  #IMDb #سينما   https://t.co/GSI9P9WIvr
726850318189862912 2016-05-02 00:36:34 +0530 <MarKCulleNMarK> I rated Sicario (2015) 8/10  #IMDb  https://t.co/61As0s5zv5
726849227561820162 2016-05-02 00:32:14 +0530 <mehmetyigili> I rated Midnight Special (2016) 4/10  #IMDb  https://t.co/TI6sYRw7ES
726849120208605184 2016-05-02 00:31:49 +0530 <AndrewLupin> I rated Dio esiste e vive a Bruxelles (2015) 7/10  #IMDb  https://t.co/ydt9tUu796
726848991300866048 2016-05-02 00:31:18 +0530 <b69diva> I rated London Has Fallen 5/10  https://t.co/vV9QqZmsPt #IMDb corny &amp; crap but great scenes of my hometown with @biggafferglen7
726848906835943424 2016-05-02 00:30:58 +0530 <ArcG87> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/Z92XXIQDvk
726848385140068353 2016-05-02 00:28:53 +0530 <b69diva> I rated The 5th Wave 6/10  https://t.co/LcM46N7RRS #IMDb this was ok though the ending was a bit tame watched with @biggafferglen7
726848371500175360 2016-05-02 00:28:50 +0530 <adambrowniow> No.208 #1001Movies I rated The Ghost and Mrs. Muir (1947) 9/10  #IMDb Excellent comedy drama with Rex Harrison.  https://t.co/0YsFiy9Och
726848064783306752 2016-05-02 00:27:37 +0530 <emmis888> I rated The Hunger Games (2012) 8/10  #IMDb  https://t.co/ayUjLmwg8e
726847924806766592 2016-05-02 00:27:04 +0530 <ubze> I rated Deadpool (2016) 5/10  #IMDb  Ångrade mig.  https://t.co/cH6zCwyXg1
726847906850955264 2016-05-02 00:26:59 +0530 <b69diva> I rated The Forest 3/10  https://t.co/do54gaQRqo #IMDb don't care what happens to the characters, shame really With @biggafferglen7
726846983894372353 2016-05-02 00:23:19 +0530 <b69diva> I rated The Boy 5/10  https://t.co/3AE1mVwlal #IMDb oh dear, another waste of film. With @biggafferglen7
726846587587153922 2016-05-02 00:21:45 +0530 <absence_ofmind> I rated Крадущийся тигр, затаившийся дракон 2 (2016) 6/10  #IMDb  https://t.co/BvH2fEblmG
726846534936072192 2016-05-02 00:21:32 +0530 <b69diva> I rated The Invitation 2/10  https://t.co/Twf8MPrfd2 #IMDb I have wasted valuable time watching this donkey poo with @biggafferglen7
726846374466179072 2016-05-02 00:20:54 +0530 <bongbrummie> I rated Captain America: Civil War (2016) 7.5/10  #IMDb  Enjoyable but I think I've reached peak punching each other  https://t.co/FZCJxSrPKf
726845386028122112 2016-05-02 00:16:58 +0530 <okanbyk> I rated Dirty Grandpa (2016) 4/10  #IMDb  https://t.co/ZBUi3Pu4ZP
726845359130071040 2016-05-02 00:16:52 +0530 <vikrambagri> I rated Inshallah, Kashmir (2012) 7/10  #IMDb  https://t.co/fUmpGeeCEh
726845050349477888 2016-05-02 00:15:38 +0530 <dhun111> I rated Baaghi: A Rebel For Love (2016) 6/10  #IMDb.  https://t.co/Liv6MDV2um
726843944198352896 2016-05-02 00:11:15 +0530 <ubze> I rated Deadpool (2016) 6/10  #IMDb  Underhållande, men fööör många oneliners av Ryan Reynolds. 1 av 10 var kul.  https://t.co/cH6zCwyXg1
726841193112412160 2016-05-02 00:00:19 +0530 <abuzaind> I rated Sympathy for Lady Vengeance (2005) 5/10  #IMDb  https://t.co/eJMHuCKgDf
726840996940648448 2016-05-01 23:59:32 +0530 <Gerben1969> I rated Joy (2015) 7/10  #IMDb  https://t.co/Hnbxan7oXE
726840908524691456 2016-05-01 23:59:11 +0530 <Gerben1969> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/xcgpBknKRB
726839877145378816 2016-05-01 23:55:05 +0530 <thebarryproject> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/PBdWOX6zcp
726838648415481857 2016-05-01 23:50:12 +0530 <anyness> I rated Batman vs. Superman: El origen de la justicia (2016) 5/10  #IMDb  https://t.co/coUGaLFzDw
726838623342088192 2016-05-01 23:50:06 +0530 <eloisaberland> I rated Nadide Hayat (2015) 4/10  #IMDb  https://t.co/Gmakd9O9Zm
726838478156132352 2016-05-01 23:49:31 +0530 <anyness> I rated Capitán América: Guerra Civil (2016) 8/10  #IMDb  https://t.co/EsX7C78NjR
726838226741243906 2016-05-01 23:48:31 +0530 <JigsawPolice> I rated Ride Along 2 (2016) 5/10  #IMDb  https://t.co/pyPk06eCwj
726837966245617666 2016-05-01 23:47:29 +0530 <flashland> 😔I rated Grey's Anatomy: When It Hurts So Bad (S12.E16) 8/10  #IMDb  https://t.co/emCzKohj7i
726836258589270016 2016-05-01 23:40:42 +0530 <TheOttoDude> I rated Star Wars: Episode VII - The Force Awakens (2015) 6/10  #IMDb  https://t.co/1YFfcGwiXx
726835858985259008 2016-05-01 23:39:07 +0530 <BuckeyefromMich> I rated Bloody Pit of Horror (1965) 5/10  #IMDb  https://t.co/ZklbrutdV3
726835293060485121 2016-05-01 23:36:52 +0530 <apm0788> I rated Underworld: Awakening (2012) 6/10  #IMDb  https://t.co/uDeQ0ISBQh
726835162965757955 2016-05-01 23:36:21 +0530 <apm0788> I rated Underworld: Rise of the Lycans (2009) 8/10  #IMDb  https://t.co/1vBnf4yNZF
726835082351235073 2016-05-01 23:36:02 +0530 <apm0788> I rated Underworld: Evolution (2006) 8/10  #IMDb  https://t.co/Em4YPB4dgJ
726834975295819776 2016-05-01 23:35:36 +0530 <apm0788> I rated Underworld (2003) 8/10  #IMDb  https://t.co/zw4HipmS0W
726834539855790080 2016-05-01 23:33:52 +0530 <sfpbth7> I rated The Invitation (2015) 8/10  #IMDb  https://t.co/olYYBJb41w
726834214776098816 2016-05-01 23:32:35 +0530 <steelens> I rated Captain America: Civil War (2016) 7/10  #IMDb  https://t.co/orPpRyqS94
726833448078422016 2016-05-01 23:29:32 +0530 <felipemac1978> I rated O Agente da U.N.C.L.E. (2015) 6/10  #IMDb // Maaaaaais ou menos, mais ou menos.   https://t.co/ncxjxbhTkX
726833112920018944 2016-05-01 23:28:12 +0530 <pavlando> I rated Avengers: Age of Ultron (2015) 7/10  #IMDb  https://t.co/OWujUuo0sG
726832382045765632 2016-05-01 23:25:18 +0530 <Hey_Miki_> I rated Eyes Without a Face (1960) 8/10  #IMDb  https://t.co/ybuib16D8r
726830632089735168 2016-05-01 23:18:21 +0530 <DarthPrater565> I rated The Peanuts Movie (2015) 9/10  #IMDb  https://t.co/wuGFfsGmP2
726829911235809281 2016-05-01 23:15:29 +0530 <bartron321> Disappears right up its own arse. Good sfx. I rated Jupiter Ascending (2015) 5/10  #IMDb  https://t.co/xUyNmOm2QW
726828498552274944 2016-05-01 23:09:52 +0530 <Calvin4000> I rated Open Season: Scared Silly (2015) 6/10  #IMDb  https://t.co/8UTCVlhnPp
726828294016999424 2016-05-01 23:09:03 +0530 <martindraycott> I rated Bosch (2014– ) 9/10  #IMDb  https://t.co/anAGLPGIqP
726828039221481472 2016-05-01 23:08:03 +0530 <lMnahel> I rated Deadpool (2016) 10/10  #IMDb  https://t.co/xkrJlTsGvs
726825568646340609 2016-05-01 22:58:13 +0530 <RickyTheGee> I rated Everything Is Copy (2015) 9/10  #IMDb Love this Documentary  https://t.co/Av9Nb53Nfv
726824371675906048 2016-05-01 22:53:28 +0530 <3mrStark> I rated Six Feet Under (2001–2005) 10/10 #IMDb  https://t.co/dzVZApuMRS
726824223587590144 2016-05-01 22:52:53 +0530 <3mrStark> I rated Six Feet Under: Everyone's Waiting (S5.E12) 10/10 #IMDb  أعظم فينالي شفته بحياتي 😭😭💔💔  https://t.co/nVsHrKKATM
726822493269442561 2016-05-01 22:46:00 +0530 <ThatAaronTGuy> I rated Indiana Jones and the Temple of Doom (1984) 7/10  #IMDb #80sCheese #Indy #Showbox  https://t.co/isVUVvwAbF
726821387965468673 2016-05-01 22:41:37 +0530 <Nassxr> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/r888NeUOgS
726821159916961793 2016-05-01 22:40:42 +0530 <Noorea> I rated The Affair (2014– ) 9/10  #IMDb يستحق المشاهدة 👍🏻  https://t.co/AYKgB5WwG1
726820895369601030 2016-05-01 22:39:39 +0530 <bookishind> I rated Divergent (2014) 7/10  #IMDb  https://t.co/8gPW2hz8Bb
726818972658606080 2016-05-01 22:32:01 +0530 <Andrierusito> I rated Captain America: Civil War 8/10  #IMDb  https://t.co/AgtH6aSKBv
726817578841202691 2016-05-01 22:26:29 +0530 <maxitalforever> I rated Костяной томагавк (2015) 7/10  #IMDb  https://t.co/qZhOkKlSBi
726816522858041345 2016-05-01 22:22:17 +0530 <adambrowniow> No.207 #1001Movies I rated Out of the Past (1947) 6/10  #IMDb Amiable Robert Mitchum private eye movie.  https://t.co/aCLos3vEcU
726815945361096705 2016-05-01 22:19:59 +0530 <Kurtkem_> I rated Deadpool (2016) 9/10  #IMDb  https://t.co/dlCAtGEAQq
726813315591200768 2016-05-01 22:09:32 +0530 <samjgarforth> Much better than I expected. Watched on 3D tv. Cliched but well made. I rated San Andreas (2015) 7/10  #IMDb #fb  https://t.co/lMTWstINMx
726813235706494977 2016-05-01 22:09:13 +0530 <juanito_fi> I rated Il libro della giungla (2016) 9/10  #IMDb  https://t.co/zBOCYK2Lhu
726812913940484096 2016-05-01 22:07:56 +0530 <askokin> I rated Colonia (2015) 4/10  #IMDb  https://t.co/NmFI0I5ya9
726812645865705473 2016-05-01 22:06:52 +0530 <slugdaddy> I rated Chéri (2009) 4/10. Good cast but not my cup of tea. Gets an extra point for the blunt ending. #IMDb  https://t.co/omMvB5huhj
726812616174243840 2016-05-01 22:06:45 +0530 <HYPHYHUNTLEY> I rated Jakob the Liar (1999) 5/10  #IMDb  https://t.co/uBnXlVtCQN
726811312215326720 2016-05-01 22:01:34 +0530 <Cinematario> I rated Captain America: Civil War (2016) 7/10  #IMDb/Divertida y palomera,ideal para entretener un fin de semana  https://t.co/yzmqLkvu4l
726810759209062401 2016-05-01 21:59:23 +0530 <Castamir_> I rated American Beauty (1999) 10/10  #IMDb  https://t.co/OmReBLRIUl
726810100640288768 2016-05-01 21:56:46 +0530 <Cinematario> I rated Captain America: Civil War (2016) 7/10  #IMDb/Divertida y palomera, ideal para entretener un fin de semana  https://t.co/yzmqLkvu4l
726807264754016256 2016-05-01 21:45:30 +0530 <sfpbth7> I rated The Goob (2014) 7/10  #IMDb  https://t.co/rjbrhipMzQ
726807137767297024 2016-05-01 21:44:59 +0530 <Omar_7992> I rated Grease (1978) 10/10  #IMDb  https://t.co/7qY7pLX0Ru
726802432458678273 2016-05-01 21:26:17 +0530 <yoav> I rated Sky (2015) 7/10  #IMDb  https://t.co/5qRqsMCyfr
726799982951538688 2016-05-01 21:16:33 +0530 <pirate_777> I rated Banshee: A Little Late to Grow a Pair (S4.E5) 7/10  #IMDb  موسم عادي للبانشي  https://t.co/EFQ5Et5XVy
726797199682752512 2016-05-01 21:05:30 +0530 <DOPreston> I rated Captain America: Civil War (2016) 10/10  #IMDb well that was bloody marvellous!!   https://t.co/o1uUGjEMPN
726796492611055616 2016-05-01 21:02:41 +0530 <WIDEwish> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/qEmIv6n7wG
726795948962127872 2016-05-01 21:00:32 +0530 <xelesteganda> I rated Spartacus: Gods of the Arena (2011) 10/10  #IMDb  https://t.co/ngTpvs7EnN
726795026479587328 2016-05-01 20:56:52 +0530 <IanKidson> I rated #Electricity (2014) 7/10  #IMDb  https://t.co/7miUndo0vi
726794983148294144 2016-05-01 20:56:41 +0530 <lahbitec> I rated Transporter 3 (2008) 7/10  #IMDb  https://t.co/Lf3DF32M2t
726793331867529217 2016-05-01 20:50:08 +0530 <AndacAyaz> I rated Vikings: Death All 'Round (S4.E9) 10/10  #IMDb  https://t.co/uKciUFCdSg
726792221148729344 2016-05-01 20:45:43 +0530 <michelgeek> I rated Capitão América: Guerra Civil (2016) 10/10  #IMDb  https://t.co/DSWAoudLAO
726791600572141568 2016-05-01 20:43:15 +0530 <michelgeek> I rated O Caçador e a Rainha do Gelo (2016) 1/10  #IMDb  https://t.co/RBWFIJ8NIn
726789035922984960 2016-05-01 20:33:03 +0530 <thanoscom> I rated Pasante de moda (2015) 7/10  #IMDb  https://t.co/Sg1V5PnBPE
726788576122404864 2016-05-01 20:31:14 +0530 <rafet007> I rated Out of the Furnace (2013) 7/10  #IMDb  https://t.co/7kqV4q0ESR
726788354503745536 2016-05-01 20:30:21 +0530 <rafet007> I rated The Longest Ride (2015) 8/10  #IMDb  https://t.co/P0J8OAp5SF
726787377759440897 2016-05-01 20:26:28 +0530 <n3ptaly> I rated The Wolverine (2013) 8/10  #IMDb  https://t.co/uOGehVVwgq
726787220628197376 2016-05-01 20:25:51 +0530 <n3ptaly> I rated X-Men orígenes - Wolverine (2009) 7/10  #IMDb  https://t.co/IsFTCrKPoz
726787111207206912 2016-05-01 20:25:25 +0530 <n3ptaly> I rated X: First Class (2011) 10/10  #IMDb  https://t.co/akW7qRsu7P
726787025907621889 2016-05-01 20:25:04 +0530 <n3ptaly> I rated X-Men: Days of Future Past (2014) 8/10  #IMDb  https://t.co/bj53cmUkXv
726786669945479168 2016-05-01 20:23:39 +0530 <n3ptaly> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/H2lig7nhpW
726784862074470400 2016-05-01 20:16:28 +0530 <Hamedolk> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/BTci6hWGQD
726784142780850178 2016-05-01 20:13:37 +0530 <ramonchelo> I rated Batman v. Superman: El amanecer de la justicia (2016) 5/10  #IMDb aburrida, la verdad 😕  https://t.co/AgnnfaeZF7
726783041264308224 2016-05-01 20:09:14 +0530 <harry_aen> I rated 10 Cloverfield Lane (2016) 7/10  #IMDb  https://t.co/k5qLYxiHk9
726782931029520384 2016-05-01 20:08:48 +0530 <harry_aen> I rated The Jungle Book (2016) 8/10  #IMDb  https://t.co/LpxyTO2w8v
726782842118754304 2016-05-01 20:08:27 +0530 <harry_aen> I rated Batman v Superman: Dawn of Justice (2016) 7/10  #IMDb  https://t.co/hL6hpEBdT0
726782572504686592 2016-05-01 20:07:22 +0530 <LaDanyPoulain> I rated #LuiÈtornato (2015) 6/10  #IMDb #cinema   https://t.co/ytEh3UDKr1
726782383261884416 2016-05-01 20:06:37 +0530 <TV_CO> I rated Star Wars: Episode VII - The Force Awakens (2015) 5/10  #IMDb  https://t.co/h7WeG17e2D
726782214323720194 2016-05-01 20:05:57 +0530 <absence_ofmind> I rated The Girlfriend Experience (2016– ) 7/10  #IMDb  https://t.co/8ghbYxES62
726780955294334976 2016-05-01 20:00:57 +0530 <sar1386> I rated Without a Trace (2002–2009) 9/10  #IMDb #enjoying #watching this #series  https://t.co/Sr6InMQsLs
726780226164936710 2016-05-01 19:58:03 +0530 <AndacAyaz> I rated Vikings: Portage (S4.E8) 10/10  #IMDb  https://t.co/UnuXevJJVF
726775710501732352 2016-05-01 19:40:06 +0530 <DanAtTheMovies> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/dfwRj44ay1
726774841437749249 2016-05-01 19:36:39 +0530 <Addcam_DX> I rated Captain America: Civil War (2016) 10/10  #IMDb  https://t.co/iKbZR7SBwg
726772515591344128 2016-05-01 19:27:25 +0530 <ChrisMellowship> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/sEyK0OuF0H
726771235527512064 2016-05-01 19:22:19 +0530 <ColinRossWilson> I rated The Many Adventures of Winnie the Pooh (1977) 8/10  #IMDb  https://t.co/ZSFwPNULUq
726767102451945472 2016-05-01 19:05:54 +0530 <AndacAyaz> I rated Game of Thrones: The Red Woman (S6.E1) 9/10  #IMDb  https://t.co/rh9o5dMCdy
726766688612413441 2016-05-01 19:04:15 +0530 <yuzuki_m> I rated Sicario (2015) 7/10  #IMDb  https://t.co/qM1wxslA3J
726763967062765568 2016-05-01 18:53:27 +0530 <xMostafaAhmed> I rated Grand Theft Auto V (2013) 10/10  #IMDb  https://t.co/6GRmEatPB3
726763176054812673 2016-05-01 18:50:18 +0530 <bowling007> I rated Captain America: Civil War (2016) 8/10  #IMDb เยี่ยมน้อยกว่า Winter Soldier นิดนึง  https://t.co/JWl6M7fbmn
726759599806648320 2016-05-01 18:36:05 +0530 <yuzuki_m> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/QZHvU1CaM2
726757717235343361 2016-05-01 18:28:36 +0530 <abd0laziz> I rated X-Men: Days of Future Past (2014) 9/10  #IMDb  https://t.co/bsHqbFPFOB
726756041069891584 2016-05-01 18:21:57 +0530 <MilanistaFito> I rated Breathe (2014) 8/10 #IMDb  https://t.co/AAWhh4qnxG
726755163923484672 2016-05-01 18:18:28 +0530 <3mrStark> I rated Six Feet Under: Ecotone (S5.E9) 10/10 #IMDb  اااااااااااااااااااه يا قلبي 💔💔💔💔  https://t.co/h7KCSPrXeb
726754728193855488 2016-05-01 18:16:44 +0530 <ShakiraAlatas> I rated Captain America: Civil War (2016) 6/10  #IMDb  https://t.co/E2mVPfenfk
726750002198908928 2016-05-01 17:57:57 +0530 <yagian> The real "Rocky the Final" &gt; I rated Creed (2015) 9/10  #IMDb  https://t.co/j45S5vrI1q
726749799031160832 2016-05-01 17:57:09 +0530 <askokin> I rated The Finest Hours (2016) 4/10  #IMDb  https://t.co/BYKC622mEy
726747834222018560 2016-05-01 17:49:20 +0530 <oshestakov> I rated Жертвуя пешкой (2014) 7/10  #IMDb  https://t.co/BHMzcKBuGx
726741967313346560 2016-05-01 17:26:01 +0530 <Fariss_arg> I rated Green Room (2016) 7/10  #IMDb  https://t.co/14azgxoDiv
726740421066539008 2016-05-01 17:19:53 +0530 <alwalleD2013> I rated The Accidental Husband (2008) 8/10  #IMDb اعجبت بالقصة ، نادرة💘  https://t.co/FDvlgqt3Bu
726738923456704513 2016-05-01 17:13:56 +0530 <alwalleD2013> I rated The Host (2013) 5/10  #IMDb  https://t.co/M5rbHnDcFA
726738623165517824 2016-05-01 17:12:44 +0530 <alwalleD2013> I rated Hanna (2011) 10/10  #IMDb  https://t.co/oHYdcNGjdZ
726731589661671424 2016-05-01 16:44:47 +0530 <ORKVN> I rated The Hour (2011–2012) 8/10  #IMDb  https://t.co/1vDNbbilbo
726730100352360449 2016-05-01 16:38:52 +0530 <eellaaa> I rated Zootropolis (2016) 7/10  #IMDb 🎥📺  https://t.co/keoqTpAb0Z
726724131194970112 2016-05-01 16:15:09 +0530 <strongtristan1> I rated Juno (2007) 6/10  #IMDb  https://t.co/jVjXUQSnLW
726722589368958976 2016-05-01 16:09:01 +0530 <samjgarforth> Interesting horror film. Some great bits, some terrible. I rated Knock Knock (2015) 7/10  #IMDb #fb  https://t.co/bqhH8qHb8r
726719738114625536 2016-05-01 15:57:42 +0530 <domwmacdonald> I rated Tucker and Dale vs. Evil (2010) 7/10  #IMDb  https://t.co/L0zHKcP7Xj
726719242163380225 2016-05-01 15:55:43 +0530 <domwmacdonald> I rated Eliza Graves (2014) 6/10  #IMDb  https://t.co/ez6R8HNvXw
726714423587528704 2016-05-01 15:36:34 +0530 <bartron321> Happy 200 episodes! I rated Bones: The 200th in the 10th (S10.E10) 8/10  #IMDb  https://t.co/VSp9BAItWu
726711566905782272 2016-05-01 15:25:13 +0530 <bmusharraff> I rated Runaway Jury (2003) 9/10  #IMDb  https://t.co/1HxDO1fpm6
726706211454754816 2016-05-01 15:03:57 +0530 <marmel05> I rated The Jungle Book (2016) 8/10  #IMDb   enjoyable rendition, I think I only jumped once 😉   https://t.co/T9XwIqPfrz
726705856235094016 2016-05-01 15:02:32 +0530 <OrcunKavruk> I rated McFarland, USA (2015) 10/10  #IMDb  https://t.co/42MoAhxgU9
726705195401502720 2016-05-01 14:59:54 +0530 <FIREzPHOENIX> I rated The Intern (2015) 5/10  #IMDb  https://t.co/VPBqmtBYqd
726700885527638016 2016-05-01 14:42:47 +0530 <BrashPrash> I rated #Fan (2016) 6/10 #IMDb Bad ending, Could hv been far better, More sinister #SRK done a great job! @iamsrk   https://t.co/hG2T4lloc6
726698773297127424 2016-05-01 14:34:23 +0530 <BrashPrash> I rated The Devil's Advocate (1997) 7/10  #IMDb  https://t.co/E5zEsLHM02
726689620868485120 2016-05-01 13:58:01 +0530 <VikramChops> I rated The 33 (2015) 5/10  #IMDb  https://t.co/k0mrvwQE57
726683751804223488 2016-05-01 13:34:42 +0530 <abdulIaah> I rated Person of Interest: The Cold War (S4.E10) 10/10  #IMDb  https://t.co/Ca1dUwsppi
726682473162260481 2016-05-01 13:29:37 +0530 <Rakan1985> I rated ...and justice for all. (1979) 10/10  #IMDb  https://t.co/OnFCue8HQt
726682135336226816 2016-05-01 13:28:16 +0530 <chadiscollins> I rated Ricki and the Flash (2015) 8/10  #IMDb  https://t.co/39cm8rW5cQ
726679604396711936 2016-05-01 13:18:13 +0530 <FrancisSaman> I rated Black Mass (2015) 5/10  #IMDb  https://t.co/Wfh1w3UIeV
726679392735227904 2016-05-01 13:17:22 +0530 <HusnuHayali> I rated Midnight in Paris (2011) 10/10  #IMDb  https://t.co/1Ry8RBm9kw
726676637538906112 2016-05-01 13:06:26 +0530 <gurleengawrs> I rated Open Season: Scared Silly (2015) 5/10 #IMDb  https://t.co/xRWM82SX7P
726675850083602433 2016-05-01 13:03:18 +0530 <kitchmix> I rated Captain America: Civil War (2016) 10/10  #IMDb EPIC!!  https://t.co/OHz9BhdFu6
726672550588235776 2016-05-01 12:50:11 +0530 <tbechmannfrost> I rated Captain America: Civil War (2016) 9/10  #IMDb  https://t.co/h68lxHfN2Q
726672454320443392 2016-05-01 12:49:48 +0530 <tinashiba48> I rated Captain America: Civil War 「シビル・ウォー　キャプテン・アメリカ」(2016) 9/10  #IMDb  https://t.co/7G3TAfwTRo
726669649925017600 2016-05-01 12:38:40 +0530 <samcsweeney> I rated The Orphanage (2007) 8/10  #IMDb  https://t.co/d38HoJLWKL
726667126707204097 2016-05-01 12:28:38 +0530 <Taiiokenn> I rated Deadpool (2016) 10/10  #IMDb  https://t.co/nMNwcbwBDD
726664360945283072 2016-05-01 12:17:39 +0530 <gurleengawrs> I rated Open Season 3 (2010) 4/10 #IMDb  https://t.co/i6n1suoB1P
726664006312812545 2016-05-01 12:16:14 +0530 <OrcunKavruk> I rated Les Misérables (2012) 7/10  #IMDb  https://t.co/tyXV5tYnoc
726661091636436992 2016-05-01 12:04:39 +0530 <sfpbth7> I rated Don't Grow Up (2015) 7/10  #IMDb  https://t.co/zkOwZzJNQh
726660167601790976 2016-05-01 12:00:59 +0530 <Eliut> Mejor que Avengers 😬 👍🏼 I rated Capitán América: Guerra Civil (2016) 9/10  #IMDb  https://t.co/cCUDU67CYY
726658220022878209 2016-05-01 11:53:14 +0530 <nakadai> I rated Deadpool (2016) 8/10  #IMDb  https://t.co/KyXpAaDoKd
726657727934558208 2016-05-01 11:51:17 +0530 <jacasanovase> I rated Captain America: Civil War (2016) 8/10  #IMDb SpiderMan y AntMan de lo mejor! #Amoelcine 🎬🎬🎬  https://t.co/rHTDwjIebH
726655792720433152 2016-05-01 11:43:36 +0530 <JonathanIppoli1> I rated Cowboys vs Dinosaurs (2015) 5/10  #IMDb  https://t.co/WBCIvSLrRi
726654876466425856 2016-05-01 11:39:57 +0530 <camilocj> I rated Captain America: Civil War (2016) 8/10  #IMDb  https://t.co/FLvCXWjmMY
726654319840342016 2016-05-01 11:37:45 +0530 <HDfan_> I rated Joy (2015) 5/10  #IMDb  https://t.co/Qn47nQ68ao
726654318280069120 2016-05-01 11:37:44 +0530 <yakobusan> I rated Green Room (2015) 8/10  #IMDb  https://t.co/N2hq7LaTEZ
726653381914185729 2016-05-01 11:34:01 +0530 <crayzbrian> I rated Keanu (2016) 7/10  #IMDb  https://t.co/0beEFPlZ2u
726652702952935424 2016-05-01 11:31:19 +0530 <heshamtarekkk> I rated Hellsing Ultimate (2006–2012) 8/10  #IMDb  https://t.co/18PKZm8VCC
726652214882627584 2016-05-01 11:29:23 +0530 <nylecgarcia> I rated Fantastic Four (2015) 3/10  #IMDb  https://t.co/XODkqM6GHM
726646712228524033 2016-05-01 11:07:31 +0530 <moh_alshihab> I rated The Hunger Games: Mockingjay - Part 2 (2015) 5/10  #IMDb  https://t.co/V9pYkRT1ww
726646441700151297 2016-05-01 11:06:26 +0530 <moh_alshihab> I rated Criminal (2016) 9/10  #IMDb  https://t.co/RtjWagkG9u
726646316349059076 2016-05-01 11:05:56 +0530 <xelesteganda> I rated Chuck: Chuck Versus the Goodbye (S5.E13) 9/10  #IMDb  https://t.co/XyOc4l9Ibh
726646131715788800 2016-05-01 11:05:12 +0530 <xelesteganda> I rated Bones: The Recluse in the Recliner (S9.E24) 9/10  #IMDb  https://t.co/FkEDgGaB90
726646118818451456 2016-05-01 11:05:09 +0530 <moh_alshihab> I rated Batman v Superman: Dawn of Justice (2016) 8/10  #IMDb  https://t.co/u8djaeKxhA
