,S_No,user_id,username,tweet,unix_time,title,year,rating
971,762072,1549284674,landon1620251,I rated Nausicaä of the Valley of the Wind 8/10 ,1389873391,,,
972,762073,75456863,patagoian,I rated Rebel Without a Cause 7/10 ,1389873322,,,
973,762074,518055969,SirCharlesNash,I rated Prisoners 10/10 ,1389873050,,,
974,762075,25845666,TheRyanLeigh,I rated We're the Millers 7/10 ,1389872660,,,
975,762076,25845666,TheRyanLeigh,I rated 50/50 8/10 ,1389872533,,,
976,762077,30625066,MichaelSaouli,I rated Leap of Faith 6/10 ,1389872250,,,
977,762078,26146998,ReelSalman,I rated Mob City 9/10 ,1389872179,,,
978,762079,40825477,wygboys,I rated Behind the Candelabra 8/10 ,1389871966,,,
979,762080,288316068,JayashreeMegan,I rated The Wolf of Wall Street 9/10 ,1389871803,,,
980,762081,63100586,sacetananth,I rated Glengarry Glen Ross 7/10 ,1389870105,,,
981,762082,30625066,MichaelSaouli,I rated Lockdown 6/10 ,1389869840,,,
982,762083,103140763,Amildelacruz,I rated The Book Thief 9/10 ,1389869605,,,
983,762084,24128211,mikerochac,I rated Carlito's Way 10/10 ,1389869417,,,
984,762085,345728259,Nabool_madridi,I rated You Again 7/10 ,1389869084,,,
985,762086,27807283,DulceAmor19,I rated Criminal Minds 10/10 ,1389868395,,,
986,762087,34186270,rajeshmahadevan,I rated Jilla 3/10 ,1389867907,,,
987,762088,34186270,rajeshmahadevan,I rated Drishyam 8/10 ,1389867859,,,
988,762089,269024534,ncolucci1,I rated Star Trek Into Darkness 8/10,1389867853,,,
989,762090,41183292,RBarrySA,I rated An Invisible Sign 6/10 ,1389867792,,,
990,762091,15640489,andrewwnyc,I rated A.K.A. Doc Pomus 9/10 ,1389867640,,,
991,762092,40628724,generalmartin,I rated Resident Evil 6/10 ,1389867449,,,
992,762093,25624383,mgillan5,I rated Mistresses 9/10 ,1389867324,,,
993,762094,162085690,shawx10,I rated Stand by Me 9/10 ,1389866939,,,
994,762095,20974080,rasmussen747,I rated The Wolf of Wall Street 10/10  http://t.co/0zYYwSbBdn,1389866788,,,
995,762096,398969123,Abdullhaqmi,I rated Killing Season 7/10 ,1389866438,,,
996,762097,49209684,JavierAlvarezP,I rated Schindler's List 10/10 ,1389866381,,,
997,762098,102280792,Piacerebbe,I rated El festín de Babette 10/10 ,1389866369,,,
998,762099,343078240,majidhfc,I rated Six Feet Under 10/10 ,1389866122,,,
999,762100,624226165,enikolai82,I rated Daria in 'Is It College Yet?' 8/10 ,1389865428,,,
1000,762101,253803673,tanmanswanson,I rated Forrest Gump 10/10 ,1389865393,,,
1001,762102,287517126,GarrisHarris,I rated Nebraska 7/10 ,1389865172,,,
1002,762103,873067178,rrakem,I rated The Book Thief 8/10 ,1389864221,,,
1003,762104,46765171,Jolhe_,I rated The Wolf of Wall Street 8/10 ,1389863631,,,
1004,762105,253727459,adeeerm,I rated Blue Jasmine 9/10 ,1389863541,,,
1005,762106,45953971,quodavid,I rated Last Vegas 6/10 ,1389863208,,,
1006,762107,128888927,nilozalp,I rated The Secret Life of Walter Mitty 6/10 ,1389863090,,,
1007,762108,97217421,ahs_andres,I rated Death in the Garden 8/10 ,1389862364,,,
1008,762109,301124715,EnesErkahraman,I rated Carrie 7/10 ,1389862345,,,
1009,762110,65615447,reixllopez,I rated Captain Phillips (2013) 10/10 ,1389862255,Captain Phillips,2013,10/10 
1010,762111,51460331,mrhugosworld,I rated Friday the 13th 7/10 ,1389860976,,,
1011,762112,1201651513,SANTOSNY85,I rated Hours 10/10 ,1389860762,,,
1012,762113,19517481,tracyspelock,I rated The Reluctant Fundamentalist 7/10 ,1389860528,,,
1013,762114,19517481,tracyspelock,I rated Closed Circuit 5/10 ,1389860475,,,
1014,762115,448041545,Mikael_Nihilsen,I rated As Voltas da Vida 7/10 ,1389860283,,,
1015,762116,51460331,mrhugosworld,I rated Little Nicky 4/10 ,1389860172,,,
1016,762117,51460331,mrhugosworld,I rated The Animal 4/10 ,1389860156,,,
1017,762118,51460331,mrhugosworld,I rated Joe Dirt 7/10 ,1389860143,,,
1018,762119,250155246,m7amadjk,I rated The Wolf of Wall Street 8/10 ,1389859477,,,
1019,762120,206102902,dancy_galaxy,I rated Her 8/10 ,1389859445,,,
1020,762121,141255901,SteveRahaman,I rated Curse of Chucky 5/10 ,1389859135,,,
1021,762122,233688463,Books_Not_Wooks,I rated Two Lovers 7/10 ,1389858684,,,
1022,762123,83174298,whiskyclown,I rated Dexter 8/10 ,1389857854,,,
1023,762124,56895664,hjsbaker,I rated The Wolf of Wall Street 9/10 ,1389857826,,,
1024,762125,315895525,BBLeBeau,I rated Sword Art Online 9/10 ,1389857564,,,
1025,762126,174060191,GenessisLC,I rated Sex and the City 10/10 ,1389857545,,,
1026,762127,315895525,BBLeBeau,I rated Agents of S.H.I.E.L.D. 8/10 ,1389857473,,,
1027,762128,315895525,BBLeBeau,I rated The Walking Dead 9/10 ,1389857439,,,
1028,762129,174060191,GenessisLC,I rated Sex and the City 2 9/10 ,1389857437,,,
1029,762130,419786352,Gravity__7,I rated About Time 8/10  http://t.co/IXarqq69zi,1389856783,,,
1030,762131,324470803,Chips_T95,I rated Cold Blooded 7/10 ,1389856193,,,
1031,762132,75705382,nicmuv,I rated Gravity 6/10 ,1389855807,,,
1032,762133,499963817,Mahdi_Tamimi,I rated The Wolf of Wall Street 10/10 ,1389855401,,,
1033,762134,1189803451,spiros_almpanis,I rated The Big Combo 7/10 ,1389855042,,,
1034,762135,110881284,PetterLyngstad,I rated Broen 9/10 ,1389854859,,,
1035,762136,503047639,AdamCH91,I rated The Change-Up 3/10 ,1389854710,,,
1036,762137,456599501,JustBOC,I rated Now You See Me 7/10 ,1389854522,,,
1037,762138,377497915,savemebarry12,I rated I Saw the Devil 8/10 ,1389854362,,,
1038,762139,162281924,socksforjesus,I rated Red State 7/10 ,1389854282,,,
1039,762140,162281924,socksforjesus,I rated 21 &amp; Over 4/10 ,1389854251,,,
1040,762141,27945593,Addcam_DX,I rated American Horror Story - Home Invasion 9/10 ,1389854206,,,
1041,762142,25812222,Manfonse,I rated Sharknado 3/10 ,1389854149,,,
1042,762143,363553470,MoDoY88,I rated 12 Years a Slave 10/10 ,1389854122,,,
1043,762144,32613740,NetoMion,I rated Sound City 10/10 ,1389853795,,,
1044,762145,624226165,enikolai82,I rated Jonah Hex 6/10 ,1389853656,,,
1045,762146,126927898,THEREELMARQUIS,I rated Riddick 7/10 ,1389853470,,,
1046,762147,336564615,sunners14,I rated Tropic Thunder 6/10 ,1389853235,,,
1047,762148,833012252,KennedyMike4,I rated The People vs. Larry Flynt 7/10 ,1389853066,,,
1048,762149,253803673,tanmanswanson,I rated Reservoir Dogs 10/10 ,1389853027,,,
1049,762150,456873219,viciouslyKind,I rated Grudge Match 10/10 ,1389852655,,,
1050,762151,55268727,welhof,I rated Lone Survivor 9/10 ,1389852227,,,
1051,762152,456873219,viciouslyKind,I rated American Hustle 7/10 ,1389852045,,,
1052,762153,21979782,kidderkat_,I rated American Hustle 8/10 ,1389851699,,,
1053,762154,247890261,Pera_ASSC,I rated The Wolf of Wall Street 9/10 ,1389851586,,,
1054,762155,359820169,RobDogg_,I rated Her 9/10 ,1389851534,,,
1055,762156,17652309,_marcopetrillo_,I rated Blue Jasmine 7/10 ,1389851102,,,
1056,762157,568572966,nurlansalkhayev,I rated Seeds 8/10 ,1389850447,,,
1057,762158,14580441,kcNLtv,I rated Philomena 8/10 ,1389850393,,,
1058,762159,150043750,JustLeedsReally,I rated jOBS 6/10 ,1389850210,,,
1059,762160,378535725,AAlmrshood,I rated Gravity 8/10 ,1389850183,,,
1060,762161,70892799,TMZ_91,I rated The Wolf of Wall Street 9/10 ,1389850054,,,
1061,762162,122354747,Carlosta83,I rated The Wolf of Wall Street 10/10 ,1389849836,,,
1062,762163,122354747,Carlosta83,I rated The Attacks of 26/11 9/10 ,1389849712,,,
1063,762164,430791826,RustyRhys,I rated August: Osage County 7/10 ,1389849498,,,
1064,762165,355988858,kamz1994,I rated The King's Speech 9/10 ,1389849329,,,
1065,762166,40825477,wygboys,I rated The Wolverine 8/10 ,1389848987,,,
1066,762167,271154584,OrcunKavruk,I rated Kill the Irishman 9/10 ,1389848858,,,
1067,762168,30057431,jovonchy,I rated Friday 10/10 ,1389848510,,,
1068,762169,809829366,PhoenixBlackOps,I rated Les gamins 5/10 ,1389848296,,,
1069,762170,253803673,tanmanswanson,I rated The Cabin in the Woods 6/10 ,1389848173,,,
1070,762171,921169003,Frazer_MB,I rated 47 Ronin 7/10 ,1389848108,,,
1071,762172,540190318,Sl3epless,I rated Gravity 7/10 ,1389848042,,,
1072,762173,57470127,NickBudrewicz,I rated American Hustle 9/10 ,1389847971,,,
1073,762174,546833210,HeresBrucey,I rated The Great Gatsby 7/10 ,1389847868,,,
1074,762175,249881683,pdavies93,I rated Derek 9/10 ,1389847729,,,
1075,762176,52831943,Harvaldo,I rated 12 Years a Slave 9/10 ,1389847727,,,
1076,762177,30435440,jchucky,I rated Elysium 7/10 ,1389847335,,,
1077,762178,607970703,ChavaMusic,I rated The Shawshank Redemption 10/10 ,1389847288,,,
1078,762179,23757727,Dweeksey,I rated Top of the Lake 9/10 ,1389847201,,,
1079,762180,19091499,paddyanglican,I rated Machine Gun Preacher 10/10 ,1389847149,,,
1080,762181,19077247,shaunweston,I rated Welcome to the Punch 7/10 ,1389847062,,,
1081,762182,52075588,RohanMM,I rated In a World... 8/10 ,1389846870,,,
1082,762183,211561695,Moolan_,I rated Signs 3/10 ,1389846794,,,
1083,762184,119637720,Sykos,I rated The Blacklist 8/10 ,1389846769,,,
1084,762185,1201651513,SANTOSNY85,I rated The Black Donnellys 10/10 ,1389846398,,,
1085,762186,185609228,Tinybug80,I rated American Hustle 6/10 ,1389846342,,,
1086,762187,322854461,ARU21N,I rated American Hustle 7/10 ,1389846097,,,
1087,762188,1201651513,SANTOSNY85,I rated New Girl 10/10 ,1389846029,,,
1088,762189,84501713,diegolamanno,I rated The Hobbit: The Desolation of Smaug 8/10 ,1389846024,,,
1089,762190,1201651513,SANTOSNY85,I rated The Following 10/10 ,1389845986,,,
1090,762191,1201651513,SANTOSNY85,I rated Helix 10/10 ,1389845949,,,
1091,762192,1201651513,SANTOSNY85,I rated Arrow 10/10 ,1389845917,,,
1092,762193,17690422,roberto_dr,I rated 12 Years a Slave 8/10 ,1389845805,,,
1093,762194,171456987,Kokiri_Forester,I rated 47 Ronin 7/10 ,1389845729,,,
1094,762195,372836188,Seanusher13,I rated Vivre Sa Vie 9/10 ,1389845657,,,
1095,762196,2222001835,andy39uk,I rated The Railway Man 8/10 ,1389845633,,,
1096,762197,29639832,chillinbrooke_,I rated Her 10/10 ,1389845347,,,
1097,762198,21813846,topvillafan,I rated Spartacus: War of the Damned 9/10 ,1389845267,,,
1098,762199,149528782,customcakes1,I rated Hot Rod 10/10  http://t.co/8CZMyqF71R,1389845104,,,
1099,762200,589985834,DkSpartacus,I rated Jagten 10/10 ,1389845023,,,
1100,762201,808903657,WojtSkarzynski,I rated Minionki rozrabiaja 8/10 ,1389844994,,,
1101,762202,52018906,tuanabout,I rated The Secret Life of Walter Mitty 7/10 ,1389844957,,,
1102,762203,403579432,wraggy1986,I rated Out of the Furnace 4/10 ,1389844932,,,
1103,762204,30625066,MichaelSaouli,I rated Hands on a Hybrid 6/10 ,1389844620,,,
1104,762205,589985834,DkSpartacus,I rated American Hustle 8/10 ,1389844596,,,
1105,762206,76465113,Tuff86,I rated The Imposter 8/10 ,1389844449,,,
1106,762207,255027458,mshaban1404,I rated 47 Ronin 7/10 ,1389844349,,,
1107,762208,426544607,MarVideo,I rated The Secret Life of Walter Mitty 8/10 ,1389844307,,,
1108,762209,312904145,charliebhoy1976,I rated Loch Ness 3/10 ,1389844271,,,
1109,762210,43095247,kristiansensini,I rated Blue Jasmine 9/10 ,1389844194,,,
1110,762211,30625066,MichaelSaouli,I rated House of Cards 7/10 ,1389844182,,,
1111,762212,30625066,MichaelSaouli,I rated Ghost in the Machine 7/10 ,1389844166,,,
1112,762213,30625066,MichaelSaouli,"I rated What's the Frequency, Kyle? 7/10 ",1389844148,,,
1113,762214,282638798,aelzayaty24,I rated Takers 4/10 ,1389844108,,,
1114,762215,1602088327,TG4UPresents,I rated The Wolf of Wall Street 10/10 ,1389844023,,,
1115,762216,1602088327,TG4UPresents,I rated American Psycho 8/10 ,1389843860,,,
1116,762217,1602088327,TG4UPresents,I rated American Beauty 8/10 ,1389843843,,,
1117,762218,398969123,Abdullhaqmi,I rated The Impossible 8/10 ,1389843688,,,
1118,762219,197535461,Brhoomkhalaf,I rated The Wolf of Wall Street 9/10 ,1389843593,,,
1119,762220,88200233,andreasa_ipap,I rated The Merchant of Venice 8/10 ,1389843256,,,
1120,762221,45566879,fenriros,I rated Wilk z Wall Street 9/10 ,1389843244,,,
1121,762222,457819149,RichieHughes3,I rated Pacific Rim (2013) 7/10 ,1389843133,Pacific Rim,2013,7/10 
1122,762223,872069911,viesturs_sa,I rated Delivery Man 3/10 ,1389842865,,,
1123,762224,299072478,leon_diz,I rated Saving Mr. Banks 9/10 ,1389842842,,,
1124,762225,143473531,gvas26,I rated #BlueJasmine 7/10 ,1389842754,,,
1125,762226,48347965,nickspier,I rated Captain Phillips 9/10 ,1389842749,,,
1126,762227,70737696,Mistermrq,I rated Total Recall 6/10 ,1389842475,,,
1127,762228,164762836,ArcG87,I rated When Harry Met Sally... 6/10 ,1389842374,,,
1128,762229,39023531,ram1tj,I rated The Secret Life of Walter Mitty 7/10 ,1389842268,,,
1129,762230,49322321,hazelw90,I rated August: Osage County 7/10 ,1389842018,,,
1130,762231,7170122,terribly,I rated 12 Years a Slave 9/10 ,1389841915,,,
1131,762232,108895496,citizenzaggy,I rated Bicycle Thieves 9/10 ,1389841684,,,
1132,762233,479346474,RoussaY,I rated About Elly 8/10,1389841425,,,
1133,762234,481961997,HouseofZues,I rated The Past 7/10 ,1389841211,,,
1134,762235,126681083,ProfeetPieter,I rated Hesher 10/10  http://t.co/3eUwOFe3rG,1389841141,,,
1135,762236,809829366,PhoenixBlackOps,I rated Gone Baby Gone 8/10 ,1389840987,,,
1136,762237,466435738,peter_wd,I rated The Wolf of Wall Street 7/10 ,1389840957,,,
1137,762238,763522315,eyeofdroconus,I rated Ted 9/10 ,1389840639,,,
1138,762239,282767523,drakefierge,I rated Planet Earth 10/10 ,1389840474,,,
1139,762240,630574445,amylxuise_,I rated A Haunted House 6/10 ,1389840421,,,
1140,762241,402344578,seda_ozdemir_,I rated Relevés 7/10 ,1389840323,,,
1141,762242,262839954,Thrill8001,I rated The Wolf of Wall Street 8/10  http://t.co/oVZKMpQ0Au,1389840278,,,
1142,762243,258950248,youssef_aljalam,I rated #BlueIsTheWarmestColor 8/10 ,1389840193,,,
1143,762244,226231668,AlexAssassin94,I rated House of Cards 10/10 ,1389840185,,,
1144,762245,44859360,Xygen_,I rated Blue Jasmine 5/10 ,1389840152,,,
1145,762246,111563548,cihangirgurkan,I rated Last Vegas 7/10 ,1389840091,,,
1146,762247,205405236,gjtrim,I rated American Hustle 7/10 ,1389839813,,,
1147,762248,432580324,GaryPennPremier,I rated 12 Years a Slave 8/10 ,1389839771,,,
1148,762249,121377261,Gregory_Ktr,I rated American Hustle 8/10 ,1389839751,,,
1149,762250,590801243,paeccles,I rated Emperor 7/10 ,1389839733,,,
1150,762251,17588399,matiknez,I rated 12 Angry Men 10/10 ,1389839531,,,
1151,762252,298759392,ivanV23,I rated Grudge Match 6/10  http://t.co/5Wh7j9fUPK,1389839496,,,
1152,762253,326369838,Edyna0308,I rated Frozen 8/10  http://t.co/7dJy4fEgSD,1389839444,,,
1153,762254,946663158,RossWebber1,I rated Last Vegas 7/10 ,1389839408,,,
1154,762255,476393579,jackdwhiskey,I rated Runner Runner 7/10 ,1389839264,,,
1155,762256,83174298,whiskyclown,I rated Kick-Ass 2 7/10 ,1389838791,,,
1156,762257,846101336,ialirazanaqvi,I rated Raze 7/10 ,1389838645,,,
1157,762258,69621652,fedorovpishet,I rated Великий Гэтсби 7/10 ,1389838609,,,
1158,762259,38817462,MOHIT881923,I rated Manhattan 8/10 ,1389838601,,,
1159,762260,375136602,iesakov_,I rated Blue Jasmine 10/10 ,1389838483,,,
1160,762261,357911166,talloolly,I rated Cloudy with a Chance of Meatballs 2 8/10 ,1389838369,,,
1161,762262,325374728,xelesteganda,I rated Swan Song 10/10 ,1389837993,,,
1162,762263,30435440,jchucky,I rated Don Jon 6/10 ,1389837966,,,
1163,762264,109784538,traficantu99,I rated Capitanul Phillips 8/10 ,1389837902,,,
1164,762265,23626188,sammillencramer,I rated 12 Years a Slave 9/10 ,1389837690,,,
1165,762266,284635969,octavesummers,I rated Blue Is the Warmest Color 9/10 ,1389837549,,,
1166,762267,25166912,jmasseysr7,I rated In Enemy Hands 8/10 ,1389837338,,,
1167,762268,173997308,erkankudug,I rated The Book Thief 7/10 ,1389837199,,,
1168,762269,69351047,Headachegr,I rated Carrie 5/10 ,1389837108,,,
1169,762270,30262784,IssaNissa,I rated Rien ne sert de courir 7/10 ,1389837047,,,
1170,762271,1194637566,holmesy1987,I rated Boardwalk Empire 9/10 ,1389836927,,,
1171,762272,102979905,iamaffanidrees,I rated Finding Nemo 8/10 ,1389836767,,,
1172,762273,211561695,Moolan_,I rated About Time 6/10 ,1389836734,,,
1173,762274,102634104,Hanan90,I rated About Time 5/10 ,1389836709,,,
1174,762275,229985772,patrickdconinck,I rated Kick-Ass 2 7/10 ,1389836636,,,
1175,762276,1291763293,leekhan1980,I rated Fast &amp; Furious 5 9/10 ,1389836546,,,
1176,762277,1291763293,leekhan1980,I rated Fast &amp; Furious 9/10 ,1389836525,,,
1177,762278,38995736,CarsonGallo,I rated The Great Gatsby 8/10 ,1389836303,,,
1178,762279,846794216,Curious_Shrader,I rated Dexter 9/10 ,1389836247,,,
1179,762280,846794216,Curious_Shrader,I rated It's Always Sunny in Philadelphia 8/10 ,1389836229,,,
1180,762281,363853315,crumblycheddar,I rated The Rainmaker 7/10 ,1389836220,,,
1181,762282,64665829,Gentlemanimal,I rated #TheGospelAccordingToStMatthew 9/10 ,1389836206,,,
1182,762283,846794216,Curious_Shrader,I rated Bernie 6/10 ,1389836189,,,
1183,762284,1538952690,AlawadhiHb,I rated The Wolf of Wall Street 9/10 ,1389836014,,,
1184,762285,15438398,aronhenriksson,I rated 12 Years a Slave 8/10 ,1389835936,,,
1185,762286,455670945,NPlatz,I rated The Wolf of Wall Street 10/10 ,1389835810,,,
1186,762287,127193648,HosamAlbanna,I rated The Wolf of Wall Street 6/10 ,1389835709,,,
1187,762288,61161029,EmilMooiweer,I rated 12 Years a Slave 6/10 ,1389835432,,,
1188,762289,269944508,Zeynep_Dogann,I rated Iron Man 2 8/10 ,1389835328,,,
1189,762290,164037057,AzizMe55i,I rated Mandela: Long Walk to Freedom 7/10  http://t.co/pYwlRU5ZJa,1389835298,,,
1190,762291,269944508,Zeynep_Dogann,I rated Iron Man 8/10 ,1389835293,,,
1191,762292,45051465,si_mulvaney,I rated Steve Jobs: Billion Dollar Hippy 5/10 ,1389834643,,,
1192,762293,2222001835,andy39uk,I rated The Breakfast Club 9/10 ,1389834506,,,
1193,762294,2222001835,andy39uk,I rated The Last Emperor 9/10 ,1389834479,,,
1194,762295,25493072,paulpuddifoot,I rated You're Next 9/10 ,1389834464,,,
1195,762296,2222001835,andy39uk,I rated That'll Be the Day 8/10 ,1389834450,,,
1196,762297,2222001835,andy39uk,I rated Léon 9/10 ,1389834428,,,
1197,762298,239493376,ylonaschievink,I rated The Wolf of Wall Street 9/10  http://t.co/ZF3BVVieda,1389834425,,,
1198,762299,2222001835,andy39uk,I rated Training Day 9/10 ,1389834396,,,
1199,762300,2222001835,andy39uk,I rated Confessions 8/10 ,1389834367,,,
1200,762301,2222001835,andy39uk,I rated 24 Hour Party People 9/10 ,1389834337,,,
1201,762302,2222001835,andy39uk,I rated Blow 9/10 ,1389834309,,,
1202,762303,816219379,moviemikericci,I rated The Congress 7/10 ,1389834274,,,
1203,762304,2222001835,andy39uk,I rated Superman 9/10 ,1389834203,,,
1204,762305,2222001835,andy39uk,I rated Terminator 2: Judgment Day 9/10 ,1389834133,,,
1205,762306,20213324,astroneurotic,I rated Los ilusionistas: Nada es lo que parece 6/10 ,1389833083,,,
1206,762307,310451086,Leo_Messi_10__,I rated Boardwalk Empire 10/10 ,1389832707,,,
1207,762308,310451086,Leo_Messi_10__,I rated Mr. Brooks 8/10 ,1389832671,,,
1208,762309,277600536,lisamjonsey78,I rated Last Vegas 7/10 ,1389832031,,,
1209,762310,727975346,grigokach,I rated Mud 10/10 ,1389831853,,,
1210,762311,763758505,Faisaldeghyem,I rated Last Vegas 7/10 ,1389831667,,,
1211,762312,229985772,patrickdconinck,I rated Romeo + Juliet 7/10 ,1389831660,,,
1212,762313,213161577,Dr_Osaimii,I rated The Fifth Estate 8/10 ,1389830907,,,
1213,762314,36937267,MircheBg,I rated How I Spent My Summer Vacation 5/10 ,1389830707,,,
1214,762315,1208810058,Abbas6969,I rated Ea 10/10 ,1389830572,,,
1215,762316,75763971,rohitsharma03,I rated The Fighter 8/10  http://t.co/TqQnJH3QUi,1389830527,,,
1216,762317,24418669,Steviioo,I rated The Lord of the Rings: The Two Towers 7/10 ,1389830374,,,
1217,762318,296805009,Made_in_CHE,I rated The Secret Life of Walter Mitty 7/10 ,1389830291,,,
1218,762319,55268727,welhof,I rated Captain Phillips 7/10 ,1389830219,,,
1219,762320,53121037,iancaster,I rated Se7en 9/10 ,1389829379,,,
1220,762321,185511402,WorapK,I rated #Brave 8/10 ,1389829069,,,
1221,762322,332305658,Sconaltr,I rated Flight 9/10 ,1389827744,,,
1222,762323,332305658,Sconaltr,I rated Loose Cannons 10/10 ,1389827293,,,
1223,762324,232392934,chandramohan23,I rated Hollow Man 8/10 ,1389827216,,,
1224,762325,30681428,Mr_Milla,I rated L'amour est un crime parfait 7.5/10 ,1389827174,,,
1225,762326,986657844,DeanThorGrobler,I rated Dallas Buyers Club 6.5/10 ,1389827150,,,
1226,762327,623360797,cinEmotionpix,I rated #Elephant 9/10 ,1389827040,,,
1227,762328,332305658,Sconaltr,I rated Kelebegin ruyasi 9/10 ,1389827005,,,
1228,762329,200505929,AgentNgoks,I rated The Wolf of Wall Street 8/10  http://t.co/2il2NWwkNy,1389826478,,,
1229,762330,20213324,astroneurotic,I rated Blancanieves 7/10 ,1389826297,,,
1230,762331,158559900,campsomers,I rated Talihina Sky: The Story of Kings of Leon 8/10 ,1389825541,,,
1231,762332,885820860,CannaCripple,I rated Fear and Desire 3/10 ,1389825126,,,
1232,762333,332305658,Sconaltr,I rated Flipped 10/10 ,1389825011,,,
1233,762334,49284833,sleeplessloomer,I rated Felon 8/10 ,1389824944,,,
1234,762335,885820860,CannaCripple,I rated Fear and Loathing in Las Vegas 4/10 ,1389824938,,,
1235,762336,885820860,CannaCripple,I rated The Secret Life of Walter Mitty 10/10 ,1389824877,,,
1236,762337,53121037,iancaster,I rated Bridge to Terabithia 8/10 ,1389824672,,,
1237,762338,53121037,iancaster,I rated The Conjuring 7/10 ,1389824611,,,
1238,762339,19866763,RobTAndrews,I rated 12 Years a Slave 9/10 ,1389824445,,,
1239,762340,53121037,iancaster,I rated The Lovely Bones 7/10 ,1389824402,,,
1240,762341,332305658,Sconaltr,I rated Last Vegas 9/10 ,1389824103,,,
1241,762342,332305658,Sconaltr,I rated We're the Millers 9/10 ,1389824071,,,
1242,762343,250711809,nawienrgrth,I rated Captain Phillips 8/10 ,1389823907,,,
1243,762344,107978229,matusisko_,I rated Captain Phillips 9/10 ,1389823359,,,
1244,762345,809668830,EdwardHoward11,I rated The Hole 8/10 ,1389823012,,,
1245,762346,16542144,horacebury,I rated Police Academy 2: Their First Assignment 4/10 ,1389822696,,,
1246,762347,16542144,horacebury,I rated Police Academy 7/10 ,1389822685,,,
1247,762348,16542144,horacebury,I rated The Dead Zone 7/10 ,1389822666,,,
1248,762349,16542144,horacebury,I rated WarGames 8/10 ,1389822623,,,
1249,762350,16542144,horacebury,I rated The Breakfast Club 8/10 ,1389822612,,,
1250,762351,80669174,Ahmed_Hilal7,I rated Thanks for Sharing 9/10 ,1389822584,,,
1251,762352,16542144,horacebury,I rated The Mentalist 9/10 ,1389822529,,,
1252,762353,16542144,horacebury,I rated Short Circuit 2 6/10 ,1389822487,,,
1253,762354,16542144,horacebury,I rated Close Encounters of the Third Kind 10/10 ,1389822413,,,
1254,762355,424664545,sluggerctm,I rated The Kids Are All Right 8/10  http://t.co/ZLGPTSb0Pz,1389822400,,,
1255,762356,36988769,piaktw,I rated Philomena 8/10 ,1389822301,,,
1256,762357,923814134,katiekeane87,I rated The Hobbit: The Desolation of Smaug 1/10 ,1389822108,,,
1257,762358,250732787,Ali_Alawadh,I rated Captain Phillips 9/10 ,1389820834,,,
1258,762359,301886796,El7mn_92,I rated 47 Ronin 7/10 ,1389820280,,,
1259,762360,248390615,lifter89,I rated Frozen 7/10 ,1389820007,,,
1260,762361,187964930,cemzer,I rated Captain Phillips 8/10 ,1389819870,,,
1261,762362,102634104,Hanan90,I rated 12 Years a Slave 10/10 ,1389819628,,,
1262,762363,16131779,iamleebarry,I rated Prisoners 9/10 ,1389819433,,,
1263,762364,27680464,Fahadlaj,I rated American Hustle 8/10 ,1389819208,,,
1264,762365,232292964,Kintarosz,I rated Premium Rush 10/10 ,1389819059,,,
1265,762366,271154584,OrcunKavruk,I rated The Fifth Element 5/10 ,1389819020,,,
1266,762367,107833615,baz9torres,I rated Her 4/10 ,1389818836,,,
1267,762368,22431452,JackPrindle,I rated Gangster Squad 9/10 ,1389818760,,,
1268,762369,251489864,vivekindrayan,I rated Cloud Atlas 7/10 ,1389818737,,,
1269,762370,416603029,Roy1984tw,I rated Mud 7/10 ,1389818344,,,
1270,762371,53724578,yunhariadi,I rated The Courier 7/10 ,1389817524,,,
1271,762372,332305658,Sconaltr,I rated Hello! How Are You? 7/10 ,1389817209,,,
1272,762373,195032576,_Afinso_,I rated Fleeing by Night 8/10 ,1389816774,,,
1273,762374,39141535,mel_acevedo,I rated The Wolf of Wall Street 7/10 ,1389816277,,,
1274,762375,332305658,Sconaltr,I rated Don Jon 7/10 ,1389816071,,,
1275,762376,332305658,Sconaltr,I rated About Time 8/10 ,1389816048,,,
1276,762377,332305658,Sconaltr,I rated Hysteria 8/10 ,1389815849,,,
1277,762378,332305658,Sconaltr,I rated Enough Said 7/10 ,1389815826,,,
1278,762379,170294430,Savtavs,I rated The Incredible Burt Wonderstone 6/10  http://t.co/irm9cqJrav,1389815568,,,
1279,762380,210676048,THSZone,I rated As the Light Goes Out 9/10 ,1389814658,,,
1280,762381,763522315,eyeofdroconus,I rated Goya's Ghosts 7/10 ,1389814629,,,
1281,762382,343078240,majidhfc,I rated The Great Game 10/10 ,1389813372,,,
1282,762383,22683251,BigPinch22,I rated Thanks for Sharing 5/10 ,1389812741,,,
1283,762384,14090557,acordon,I rated Regreso al futuro III 7/10 ,1389812708,,,
1284,762385,14090557,acordon,I rated Regreso al futuro II 8/10 ,1389812693,,,
1285,762386,14090557,acordon,I rated Regreso al futuro 9/10 ,1389812678,,,
1286,762387,1447069946,cataniathemovie,I rated The Morningside Monster 10/10 ,1389811499,,,
1287,762388,72973494,ranbarse,I rated The Internship 7/10 ,1389811342,,,
1288,762389,1009059974,me_wadhaa,I rated The Book Thief 7/10 ,1389810706,,,
1289,762390,29176131,oldino,I rated Le missionnaire 7/10 ,1389810280,,,
1290,762391,111672312,candypie22,I rated Dracula 10/10 ,1389809921,,,
1291,762392,14460694,csibar,I rated Rush 6/10,1389809776,,,
